ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore,outlier_col,outlier_threshold
2027-09-12,57,112533,616,Self-Employed,Master,35,18325,36,Single,3,Rent,238,0.2577732165905173,0,1,0.2840719984502785,0,Home,0,13,14,56060,491,56551,5096,9377.75,0.7289697038667414,6,51455,0.195325,0.2072446697947861,687.8059022234767,0.0987236706271202,1,39.2,SavingsAccountBalance,31365.602059098677
2028-09-06,38,26410,536,Unemployed,High School,14,25070,60,Married,0,Rent,687,0.1824529534155015,6,3,0.3033941088921225,0,Education,0,24,8,44418,676,45094,7814,2200.833333333333,0.9178700273235836,4,37280,0.26207,0.2290165578223569,705.3193104825497,0.6326327802268304,0,59.0,SavingsAccountBalance,31365.602059098677
2028-10-25,46,25933,600,Employed,High School,27,15006,48,Divorced,0,Own,411,0.254812408968284,2,1,0.4280237073062159,0,Auto,0,18,1,40269,2140,42409,50114,2161.083333333333,0.8873371341333998,7,4942,0.210006,0.1746049317109007,436.5820989513936,0.3922024134275526,0,59.0,SavingsAccountBalance,31365.602059098677
2029-02-13,43,49958,568,Employed,Associate,23,21003,24,Married,3,Other,358,0.2677280237127807,6,0,0.4646657171150481,0,Education,0,24,22,32774,2546,149366,48678,4163.166666666667,0.9347979722109946,6,100688,0.2120029999999999,0.2243895205761053,1094.1549982812169,0.3488102001556227,0,53.0,SavingsAccountBalance,31365.602059098677
2029-05-03,47,51355,580,Employed,High School,25,16525,84,Married,4,Mortgage,582,0.0972640406022129,5,0,0.2070049806397537,0,Home,0,24,1,31644,646,56341,113782,4279.583333333333,0.5156455486077581,8,10104,0.251525,0.225403998339667,392.6462591921257,0.2277432598638011,0,55.0,SavingsAccountBalance,31365.602059098677
2029-07-01,46,41267,558,Employed,Master,25,14043,12,Married,0,Rent,1020,0.2820597243889337,2,0,0.1712513615507191,0,Auto,1,28,4,53574,2919,56493,7478,3438.9166666666665,0.8203009637286734,5,49015,0.200043,0.2400515999999999,1327.935482924247,0.6827543992800776,0,60.0,SavingsAccountBalance,31365.602059098677
2029-07-25,54,20128,603,Unemployed,High School,30,39882,36,Single,1,Mortgage,257,0.3662466012436874,4,2,0.2102606331831845,0,Home,0,29,25,33679,239,84846,9796,1677.3333333333333,0.6320151678302113,5,75050,0.223382,0.251452282800386,1588.766296749279,1.100417108554817,0,52.0,SavingsAccountBalance,31365.602059098677
2029-08-26,52,74641,535,Self-Employed,Bachelor,30,13354,24,Divorced,4,Rent,324,0.1693406027470337,4,2,0.0040777842000525,0,Other,0,15,25,42635,5578,388440,17648,6220.083333333333,0.7605137538537856,4,370792,0.220854,0.2360650894724813,703.4206995690882,0.1651779637843686,1,36.8,SavingsAccountBalance,31365.602059098677
2030-06-05,37,87847,534,Employed,Associate,18,53839,96,Married,0,Mortgage,224,0.6366484833257683,1,1,0.1446893760652263,0,Home,0,19,11,58698,4444,63142,30239,7320.583333333333,0.8967538181020801,7,32903,0.321839,0.2967828372497341,1472.6355942821565,0.2317623496691506,0,51.0,SavingsAccountBalance,31365.602059098677
2031-11-27,44,84073,648,Employed,Master,19,66113,84,Married,4,Mortgage,489,0.2698197756686079,2,1,0.7199721698538546,0,Education,0,31,26,56799,3783,60582,14026,7006.083333333333,0.7451026498112288,10,46556,0.267113,0.2780822875604992,1793.928331281811,0.3258494400744798,0,54.0,SavingsAccountBalance,31365.602059098677
2031-12-23,44,15000,617,Employed,Associate,26,19639,36,Divorced,0,Mortgage,248,0.455667444197034,1,3,0.3415748894076604,0,Debt Consolidation,0,25,23,38887,3142,817912,32155,1250.0,0.5921198720616142,9,785757,0.196139,0.2292183345566112,759.420347941357,0.8059362783530856,0,46.0,SavingsAccountBalance,31365.602059098677
2032-01-07,49,41681,614,Employed,Bachelor,26,20909,60,Married,1,Mortgage,667,0.1394166767642772,4,2,0.1036246441387647,0,Education,0,22,14,32030,1105,45980,4482,3473.4166666666665,0.897560276589511,3,41498,0.218909,0.2369433805358022,597.8054997563952,0.3641387202100896,0,47.0,SavingsAccountBalance,31365.602059098677
2032-03-06,38,58869,650,Self-Employed,Bachelor,14,24034,48,Married,0,Own,421,0.3079283464749895,5,1,0.3624558041720622,0,Auto,0,21,24,44154,1602,45756,55374,4905.75,0.623014399898868,9,6106,0.194034,0.2055624651548905,738.50506324951,0.2363563294602272,0,51.0,SavingsAccountBalance,31365.602059098677
2032-05-14,21,46145,497,Self-Employed,Doctorate,0,34935,60,Single,5,Rent,154,0.5640060593887517,4,0,0.1078975948811811,0,Education,0,16,11,65856,1173,67029,24680,2213.4166666666665,0.7983395358852966,2,42349,0.291435,0.2994165845758846,1129.0142920514818,0.5796533076547488,0,55.0,SavingsAccountBalance,31365.602059098677
2032-07-18,30,24152,557,Employed,High School,7,20977,24,Single,1,Own,399,0.2763467014227839,1,0,0.357579904614316,0,Education,1,24,23,38056,357,38413,38516,2012.6666666666667,0.7648885558876107,7,2066,0.2174769999999999,0.2098591138493403,1077.7716447003324,0.733738809887545,0,62.0,SavingsAccountBalance,31365.602059098677
2032-10-19,40,15000,475,Employed,Associate,14,16203,72,Divorced,3,Own,1056,0.0879266893649374,2,0,0.1515842446054824,0,Other,1,23,16,43350,7248,75041,14444,1250.0,0.8449945525857806,3,60597,0.293703,0.2807035621622968,467.4779564617537,1.218782365169403,0,55.0,SavingsAccountBalance,31365.602059098677
2033-05-15,41,27760,606,Employed,High School,18,12236,72,Married,0,Other,487,0.0867061883499552,6,1,0.1283929463064356,0,Other,0,20,21,50048,645,117236,3517,2313.333333333333,0.748286702372199,9,113719,0.224236,0.2262095110327011,311.969359799474,0.3453758039478994,0,44.0,SavingsAccountBalance,31365.602059098677
2033-06-18,58,33826,557,Employed,Associate,29,47046,12,Single,1,Mortgage,219,0.0512334378589554,1,1,0.4198077540722807,1,Other,0,19,7,42800,350,115975,20923,2818.833333333333,0.9351781042164924,5,95052,0.233546,0.2241482396054696,4412.639044559635,1.6431049646637386,0,67.0,SavingsAccountBalance,31365.602059098677
2033-08-31,60,57552,510,Employed,Bachelor,38,22688,108,Married,2,Rent,834,0.5339334446515877,4,0,0.2845141604284634,0,Debt Consolidation,0,16,6,67358,1357,68715,35693,4796.0,0.5078618497188065,5,33022,0.3126879999999999,0.2650554282224782,553.4087380988415,0.2892845575685658,0,55.0,SavingsAccountBalance,31365.602059098677
2033-09-28,28,19566,565,Employed,High School,7,11557,48,Married,2,Other,432,0.1228498505406756,3,2,0.3439021663887348,1,Home,0,26,4,73831,1653,75484,70815,1630.5,0.7146141445552138,7,4669,0.224057,0.2356897498889922,374.030841358639,0.4943458088676105,0,70.0,SavingsAccountBalance,31365.602059098677
2033-10-02,23,50499,650,Employed,Doctorate,0,32024,60,Widowed,3,Other,789,0.3290463547462285,1,0,0.2911679797600195,0,Education,0,25,6,48241,6377,54618,7425,4208.25,0.8114500159024366,7,47193,0.212024,0.1868919484035771,825.2531730704138,0.3835925083040251,0,48.0,SavingsAccountBalance,31365.602059098677
2034-02-01,28,198353,583,Employed,Bachelor,6,19979,60,Married,1,Own,690,0.3513444149765153,4,0,0.0347671722439917,0,Debt Consolidation,0,26,24,31754,16493,48247,13126,16529.416666666668,0.5487611426984864,6,35121,0.233479,0.2630746067192133,601.8226254823813,0.0781529470478821,1,38.400000000000006,SavingsAccountBalance,31365.602059098677
2034-02-09,21,17075,588,Employed,Doctorate,0,23755,108,Married,3,Other,98,0.3457726121546267,4,1,0.196009654307622,0,Home,0,19,2,48187,559,306689,26275,1422.9166666666667,0.9614689293884092,8,280414,0.2747549999999999,0.2656082160916565,580.3496232513354,0.4767317996495475,0,50.0,SavingsAccountBalance,31365.602059098677
2034-05-22,33,21715,467,Employed,High School,8,12232,48,Married,3,Mortgage,306,0.3947123924901451,2,1,0.4806340441971775,0,Debt Consolidation,0,29,5,51609,2984,88280,62466,1809.5833333333333,0.7669263539812622,6,25814,0.273732,0.2584353199378332,411.3540399111781,0.396419455626716,0,60.0,SavingsAccountBalance,31365.602059098677
2034-10-14,43,41145,539,Employed,Associate,21,73258,48,Married,0,Own,603,0.3985004370438946,3,3,0.2254529371174561,0,Debt Consolidation,0,23,28,31479,1827,33306,6139,3428.75,0.9358434051022678,10,27167,0.2987579999999999,0.2408720341729847,2391.878345705986,0.8734606914199011,0,53.0,SavingsAccountBalance,31365.602059098677
2035-02-03,55,73391,548,Employed,High School,35,17781,24,Divorced,0,Own,211,0.6206572079644841,0,1,0.1227809752530616,0,Home,0,18,1,31726,4437,36163,10242,6115.916666666667,0.8172070756234312,4,25921,0.2187809999999999,0.2600713001603369,958.007618007298,0.1911418486747363,0,56.0,SavingsAccountBalance,31365.602059098677
2035-05-16,40,20515,581,Unemployed,High School,17,14846,96,Single,4,Mortgage,416,0.2159584620564285,3,2,0.2744706566235975,0,Home,0,18,8,50815,1345,68272,17573,1709.5833333333333,0.7898061633139819,6,50699,0.259346,0.281850497745674,390.7680482542718,0.4719091678796618,0,56.0,SavingsAccountBalance,31365.602059098677
2035-07-07,41,23392,650,Employed,Bachelor,18,22165,24,Married,1,Mortgage,1103,0.4716593066584043,5,1,0.1135976543312012,0,Auto,0,25,24,56949,1470,58419,10889,1949.3333333333333,0.8646793749554993,4,47530,0.1721649999999999,0.1775678070078216,1103.9646859889156,1.132163826601701,0,47.0,SavingsAccountBalance,31365.602059098677
2036-02-19,39,88993,584,Employed,Associate,18,19311,120,Widowed,1,Mortgage,359,0.5676735982994503,4,0,0.1623055838714572,0,Auto,0,25,15,33831,349,63918,84595,7416.083333333333,0.6567103148290583,3,6721,0.282311,0.2501423590403659,439.5054693708073,0.1076721273858583,0,50.0,SavingsAccountBalance,31365.602059098677
2036-05-23,39,40268,507,Employed,High School,16,24123,96,Divorced,1,Mortgage,416,0.4861297707797457,4,1,0.7077286776479234,0,Debt Consolidation,0,23,13,37290,571,37861,36214,3355.6666666666665,0.9118366819315334,8,1647,0.305623,0.3003133521239224,665.7579711195791,0.3223675288922953,0,60.0,SavingsAccountBalance,31365.602059098677
2036-10-06,19,44198,576,Self-Employed,High School,0,12025,60,Single,2,Other,590,0.1546960477839278,6,0,0.2165773292992535,0,Home,0,22,3,51236,1876,53112,31714,3683.1666666666665,0.6594634427951649,3,21398,0.229025,0.2273826750948762,337.18459693342515,0.2517357157156681,0,58.0,SavingsAccountBalance,31365.602059098677
2037-06-21,41,25344,580,Employed,Associate,19,13852,96,Single,1,Own,633,0.3994771886626975,4,2,0.3403221537357902,0,Home,0,17,27,58664,439,70768,79562,2112.0,0.9144642314270452,5,2527,0.258852,0.2268942283906331,313.8904369876919,0.4483382750888692,0,56.0,SavingsAccountBalance,31365.602059098677
2038-02-19,55,67721,507,Employed,Associate,34,15605,60,Married,2,Other,252,0.6328085854304442,6,1,0.23749005434985,0,Auto,0,31,25,50121,595,50716,22182,5643.416666666667,0.8277683916836676,4,28534,0.267105,0.239637132109849,448.5954905958499,0.1241438532678223,1,43.2,SavingsAccountBalance,31365.602059098677
2038-12-27,47,67200,612,Employed,Bachelor,21,6616,60,Married,2,Mortgage,520,0.1373536348723681,5,0,0.1294968363185318,0,Debt Consolidation,0,37,7,48701,1102,166028,47084,5600.0,0.7779705013484093,7,118944,0.205616,0.1649666870288496,162.63941103587328,0.1218998948278345,1,34.4,SavingsAccountBalance,31365.602059098677
2039-01-18,46,17048,609,Employed,High School,21,19468,12,Married,2,Own,451,0.0755510114135506,2,1,0.327374224861666,0,Home,0,24,17,38739,1348,131111,18860,1420.6666666666667,0.8799341644544948,4,112251,0.179968,0.163639775477248,1769.7032778774883,1.5631416784684338,0,48.0,SavingsAccountBalance,31365.602059098677
2039-01-27,52,16397,500,Employed,High School,30,17357,72,Married,4,Rent,215,0.4832132817604381,6,3,0.2428154522472366,0,Home,0,23,14,32058,614,166644,66548,1366.4166666666667,0.8802273358686726,7,100096,0.2823569999999999,0.2981750754405817,520.130552966228,0.5379988190275499,0,51.0,SavingsAccountBalance,31365.602059098677
2039-05-09,41,43533,597,Employed,Master,19,15676,36,Married,1,Rent,319,0.6433470815786816,1,2,0.5012295678862955,0,Auto,0,27,6,34288,1270,62448,58972,3627.75,0.962115610811641,5,3476,0.202176,0.195234475558305,578.7769299387417,0.2474748618120713,0,63.0,SavingsAccountBalance,31365.602059098677
2039-05-23,41,107212,585,Employed,Associate,16,11593,96,Single,1,Mortgage,283,0.3425400139521301,5,1,0.661203548135486,0,Home,0,21,14,38421,616,48067,4710,8934.333333333334,0.7884491593816747,6,43357,0.254093,0.2868284509169477,309.11075930346817,0.0662736364552626,1,45.6,SavingsAccountBalance,31365.602059098677
2039-06-19,35,110178,523,Self-Employed,Bachelor,10,33676,120,Single,1,Own,651,0.2056421110964395,3,0,0.0988283336455422,0,Debt Consolidation,0,24,6,38552,1209,82809,112294,9181.5,0.54208699778307,3,10418,0.327176,0.2650287932835543,802.0676367077355,0.1582603753970196,1,43.2,SavingsAccountBalance,31365.602059098677
2039-12-08,45,21436,566,Employed,Associate,25,33304,48,Single,5,Other,616,0.2910460735822945,4,2,0.2773539051913388,0,Home,0,21,26,58556,1139,118317,21270,1786.3333333333333,0.7256898411290653,10,97047,0.245304,0.2122923637207726,1035.3922398300022,0.9244591751240916,0,52.0,SavingsAccountBalance,31365.602059098677
2040-01-05,67,74733,593,Unemployed,Bachelor,46,20595,48,Married,3,Rent,167,0.1218264154600187,4,1,0.0998128084573558,0,Home,1,23,7,35289,402,35691,4840,6227.75,0.5393569016461194,3,30851,0.219095,0.1990755008850698,625.699316263001,0.1272850252921201,0,59.0,SavingsAccountBalance,31365.602059098677
2040-02-23,45,33146,460,Employed,Associate,23,28135,24,Single,0,Rent,435,0.377912732917611,0,1,0.3667540874707151,1,Auto,0,32,24,31845,412,98004,35907,2762.1666666666665,0.6434552481943525,7,62097,0.273135,0.2547340262419353,1508.2987074977432,0.7035414375783781,0,65.0,SavingsAccountBalance,31365.602059098677
2040-04-27,33,36420,512,Employed,Bachelor,9,30932,96,Married,2,Rent,613,0.0303681835592637,6,2,0.555524053830046,0,Home,1,33,2,50099,143,50242,11731,3035.0,0.8590097853649699,0,38511,0.309932,0.2890536389366415,829.5044704238078,0.4752897760869218,0,68.0,SavingsAccountBalance,31365.602059098677
2040-08-19,50,60120,534,Self-Employed,Associate,28,30973,36,Single,4,Rent,1228,0.3411824169700377,7,1,0.1790785656925865,0,Debt Consolidation,0,32,3,31416,479,31895,13434,5010.0,0.8903494966112491,4,18461,0.248973,0.2987675999999999,1312.7628520785424,0.5071382938280524,0,56.0,SavingsAccountBalance,31365.602059098677
2040-09-02,36,56886,623,Unemployed,Master,16,13596,96,Widowed,1,Mortgage,292,0.135317381934336,0,0,0.0720381741038543,0,Home,0,19,14,33642,3165,36807,23219,4740.5,0.7188703218225728,4,13588,0.237096,0.2542455282457573,332.4890826583305,0.1317348555338741,0,49.0,SavingsAccountBalance,31365.602059098677
2040-12-23,58,136154,602,Employed,Associate,38,18165,24,Single,2,Other,481,0.3896064042174385,2,1,0.3019101296731923,0,Auto,0,21,11,33321,1928,50936,14759,11346.166666666666,0.7467038996456145,7,36177,0.192165,0.2136642058774891,936.6928772761034,0.1249490615575983,1,39.2,SavingsAccountBalance,31365.602059098677
2041-02-17,30,167651,615,Self-Employed,Bachelor,7,10441,60,Married,2,Rent,526,0.2731608296555565,5,0,0.3604497281196905,0,Debt Consolidation,0,34,1,35757,1188,90435,50217,13970.916666666666,0.6572867661504567,3,40218,0.207941,0.1954493487413965,273.98557662584807,0.0572607793541951,1,44.8,SavingsAccountBalance,31365.602059098677
2041-03-14,32,46205,616,Employed,Bachelor,10,30080,48,Married,0,Mortgage,689,0.3244965991915446,2,0,0.0020161334383872,0,Other,0,25,11,73658,4564,78222,66326,3850.4166666666665,0.9351553429812616,2,11896,0.21708,0.2280183048733275,960.845288111498,0.4284848708438043,0,48.0,SavingsAccountBalance,31365.602059098677
2041-07-05,62,25417,630,Employed,Master,37,26574,72,Divorced,0,Rent,1027,0.1378075763434179,4,1,0.2996307370700596,0,Debt Consolidation,0,26,15,35065,596,92271,21026,2118.083333333333,0.8682205697863761,5,71245,0.226574,0.2138597446085293,658.0507138862394,0.795554493710307,0,48.0,SavingsAccountBalance,31365.602059098677
2041-12-21,55,19782,626,Employed,High School,31,19042,60,Married,2,Rent,864,0.2924498888923803,6,0,0.2979158080236181,0,Home,0,21,17,46413,3716,338181,26140,1648.5,0.771134743949869,5,312041,0.211042,0.2048987911319387,509.7009438625209,0.8333035752881535,0,45.0,SavingsAccountBalance,31365.602059098677
2043-02-20,35,35195,501,Employed,High School,9,25168,36,Single,3,Mortgage,262,0.411716478735869,2,1,0.1917056413642898,0,Home,1,30,26,35950,1057,44873,39215,2932.9166666666665,0.7812553948073795,1,5658,0.259668,0.2479095038173083,997.8947326610288,0.4295705865018424,0,58.0,SavingsAccountBalance,31365.602059098677
2043-07-09,34,35977,606,Employed,Associate,11,31616,48,Divorced,3,Rent,515,0.1278353318968488,8,2,0.2005067548207081,0,Home,0,22,5,36247,1278,69712,35045,2998.083333333333,0.8860726086613069,7,34667,0.223616,0.2119779309305811,982.3780281048076,0.4994450992928173,0,51.0,SavingsAccountBalance,31365.602059098677
2043-08-10,27,89229,549,Employed,Associate,2,38889,36,Single,1,Rent,303,0.1195561384430986,2,1,0.1070821531661939,0,Auto,0,25,24,91158,872,92030,201882,7435.75,0.5887547470050082,6,6446,0.249389,0.2162058154473085,1477.566093272142,0.2394601880472234,0,48.0,SavingsAccountBalance,31365.602059098677
2043-10-15,41,32478,599,Employed,High School,18,31543,36,Divorced,1,Rent,721,0.2647077304126811,4,0,0.558798146220772,0,Other,0,32,5,31613,5427,291879,39701,2706.5,0.8486058123350998,8,252178,0.217043,0.2102003096440668,1188.709082707094,0.7056009912089761,0,55.0,SavingsAccountBalance,31365.602059098677
2043-12-12,43,36615,639,Employed,Bachelor,20,37231,84,Married,1,Rent,670,0.4433832065816978,2,2,0.2010150753751951,0,Auto,0,26,13,34612,693,210815,44968,3051.25,0.950565482370747,10,165847,0.242731,0.2188900204354329,869.6211475080203,0.5045870208957052,0,47.0,SavingsAccountBalance,31365.602059098677
2044-02-20,48,79591,623,Employed,Bachelor,30,17976,48,Divorced,4,Own,775,0.1053927285285879,0,0,0.5340876506295372,0,Debt Consolidation,1,26,4,31865,527,131226,18587,6632.583333333333,0.9487837299347622,3,112639,0.201476,0.2188237028747437,565.205920821647,0.2020639400165818,0,59.0,SavingsAccountBalance,31365.602059098677
2044-03-03,33,38068,627,Employed,Bachelor,13,12524,96,Single,1,Mortgage,439,0.2998455614876743,3,2,0.1913469473407837,0,Other,0,25,19,110226,1702,111928,11225,3172.333333333333,0.8445931274986254,3,100703,0.234024,0.2216003287546464,279.5309658807491,0.2264992011812805,0,44.0,SavingsAccountBalance,31365.602059098677
2044-04-15,55,88358,619,Employed,Bachelor,30,11372,36,Divorced,2,Own,637,0.1510810566542604,6,2,0.1783684562780849,0,Auto,0,24,24,45236,2631,239939,8707,7363.166666666667,0.8506421040593698,3,231232,0.186872,0.1648405774026642,402.5287768692466,0.1411795799184109,1,32.800000000000004,SavingsAccountBalance,31365.602059098677
2044-09-17,49,21163,611,Employed,Bachelor,25,17113,36,Married,3,Mortgage,434,0.2129450888169849,5,3,0.175294204104991,0,Debt Consolidation,0,30,1,39730,274,43036,11173,1763.5833333333333,0.5522377994803478,7,31863,0.1966129999999999,0.1572904,599.3555471061801,0.5859408668560299,0,53.0,SavingsAccountBalance,31365.602059098677
2044-09-24,43,68550,529,Employed,Bachelor,19,22899,48,Married,3,Own,1243,0.1375307339713235,0,1,0.2520407226629924,0,Home,0,22,7,35914,1151,304625,10132,5712.5,0.8248785798113885,5,294493,0.253399,0.2955898556745501,818.6380473448886,0.3608994393601555,0,46.0,SavingsAccountBalance,31365.602059098677
2045-05-08,30,103853,571,Employed,High School,4,37137,36,Married,1,Mortgage,495,0.3396889832204225,4,1,0.5404252649727597,0,Debt Consolidation,0,16,13,41329,523,89333,10957,8654.416666666666,0.47966600777473,7,78376,0.236637,0.196294517698771,1373.1423743569942,0.2158599991553824,1,44.0,SavingsAccountBalance,31365.602059098677
2045-09-23,18,92094,565,Employed,Bachelor,0,72738,36,Single,1,Mortgage,481,0.2987949838408485,4,4,0.1219152835046389,1,Auto,0,30,6,34785,2281,97152,20383,7674.5,0.6629555924903867,3,76769,0.275238,0.3006863254148718,3090.5777466703144,0.4653824674793556,0,61.0,SavingsAccountBalance,31365.602059098677
2046-01-18,59,84771,608,Employed,Bachelor,35,18982,72,Divorced,0,Own,322,0.2084169958101136,2,1,0.3496066270148006,0,Debt Consolidation,0,23,19,37607,266,41474,25387,7064.25,0.9524889245568036,3,16087,0.229982,0.1999453383184079,454.6124019856475,0.1099355773062458,1,40.0,SavingsAccountBalance,31365.602059098677
2046-02-08,44,15000,589,Unemployed,Bachelor,23,43502,72,Widowed,0,Rent,127,0.1404777235651073,2,1,0.1693978556227383,0,Home,0,17,9,67636,3211,70847,83536,1250.0,0.7233437201748752,7,7055,0.264002,0.2409516595479101,1147.784238463179,1.0198273907705433,0,55.0,SavingsAccountBalance,31365.602059098677
2046-04-09,24,65311,482,Self-Employed,Master,2,5770,60,Married,1,Mortgage,321,0.1928474333442806,4,1,0.3549338527405195,0,Other,0,14,10,59263,1199,60462,42655,5442.583333333333,0.8560673511559337,7,17807,0.26977,0.2291066767845781,162.36301026214244,0.0888113200402031,1,44.8,SavingsAccountBalance,31365.602059098677
2046-09-03,34,49586,614,Employed,Associate,10,32113,48,Divorced,0,Mortgage,612,0.3023764923539097,5,0,0.2148404414155693,0,Debt Consolidation,0,28,5,33606,465,148968,7794,4132.166666666667,0.8142562199944693,6,141174,0.220113,0.2075680038242502,990.2055123507474,0.3877398085792153,0,48.0,SavingsAccountBalance,31365.602059098677
2046-12-03,38,42399,578,Employed,High School,15,15300,12,Married,0,Rent,187,0.2924583626551021,1,3,0.3062734732441319,0,Home,0,18,14,35832,1542,241176,9531,3533.25,0.972870928870593,10,231645,0.1913,0.1646485935462284,1391.5500611902107,0.4467699883082744,1,40.8,SavingsAccountBalance,31365.602059098677
2046-12-07,47,46706,422,Unemployed,High School,27,27665,60,Widowed,1,Other,308,0.2549077242181444,3,0,0.1791014760289889,0,Debt Consolidation,0,20,17,63499,1424,64923,54908,3892.1666666666665,0.8873257786585101,5,10015,0.321665,0.2775592197999028,857.3034329526756,0.299397105199163,0,54.0,SavingsAccountBalance,31365.602059098677
2047-06-30,50,17143,595,Employed,Doctorate,25,29167,48,Married,5,Mortgage,669,0.2604517247654904,3,1,0.3482358825934886,0,Debt Consolidation,0,21,5,49504,3297,170589,15147,1428.5833333333333,0.792989418481303,7,155442,0.226667,0.2007053741714656,888.6589006327578,1.0903521441750623,0,54.0,SavingsAccountBalance,31365.602059098677
2048-07-05,56,61398,570,Employed,Master,34,12307,24,Divorced,0,Own,296,0.1253664134380016,5,1,0.1871760032345096,0,Education,1,20,17,32875,1166,115183,46784,5116.5,0.8514370481111087,5,68399,0.202307,0.214071269589898,634.8669630215782,0.181934322881184,1,42.400000000000006,SavingsAccountBalance,31365.602059098677
2048-07-14,25,33208,472,Self-Employed,High School,2,19136,36,Married,0,Mortgage,516,0.397239931379702,5,0,0.5526315918890105,0,Debt Consolidation,0,23,8,56634,199,85497,3473,2767.333333333333,0.9427334307654068,3,82024,0.268136,0.2720224677511578,783.3091042404612,0.4695166601688007,0,61.0,SavingsAccountBalance,31365.602059098677
2049-06-19,42,77450,564,Employed,Associate,20,26360,60,Single,0,Mortgage,315,0.3297895999051692,3,2,0.6410170475230237,0,Education,0,27,11,40803,1090,41893,20591,6454.166666666667,0.7287684016242946,5,21302,0.2493599999999999,0.2480434278499532,770.680135164313,0.1682138363069303,1,46.400000000000006,SavingsAccountBalance,31365.602059098677
2049-07-28,44,23141,495,Employed,High School,23,34393,60,Married,4,Mortgage,813,0.2465827271092116,3,1,0.0635643818572505,0,Other,0,23,9,90467,1503,91970,13099,1928.4166666666667,0.8441495017369801,4,78871,0.291893,0.3363516302434707,1190.7282504235304,1.039053584766534,0,51.0,SavingsAccountBalance,31365.602059098677
2049-08-17,38,30097,488,Self-Employed,High School,17,12870,36,Married,0,Rent,480,0.1006674441969535,3,2,0.2768657611403128,0,Education,0,17,2,71104,2363,73467,76821,2508.083333333333,0.8447634167044468,6,7773,0.25387,0.2327415931789107,500.035012588502,0.3907505781659974,0,59.0,SavingsAccountBalance,31365.602059098677
2049-11-26,43,44375,631,Employed,Master,21,20299,36,Single,3,Own,248,0.1551297057860874,5,0,0.1522961673139685,0,Education,0,20,27,43985,3574,47559,9905,3697.9166666666665,0.9481360489423132,6,37654,0.189799,0.1782124738776217,732.0385268934979,0.2650245030472558,1,37.6,SavingsAccountBalance,31365.602059098677
2050-01-31,29,54943,557,Employed,Doctorate,8,19028,36,Divorced,1,Rent,733,0.2863542446606435,3,1,0.1441329650183523,0,Debt Consolidation,0,27,4,59035,4449,63484,47676,4578.583333333333,0.9575784024211084,4,15808,0.2255279999999999,0.2440996070450579,750.6246768370478,0.3240357483581998,0,53.0,SavingsAccountBalance,31365.602059098677
2050-09-12,49,217313,532,Employed,Bachelor,23,10563,48,Single,1,Other,440,0.3836179583016308,4,1,0.4073780151045821,0,Home,0,27,18,45142,446,45588,51981,18109.416666666668,0.944325918885016,6,1172,0.239563,0.2217344313610084,333.79412285912866,0.042728826505131,1,43.2,SavingsAccountBalance,31365.602059098677
2050-09-25,34,50734,620,Employed,Bachelor,12,14087,36,Single,2,Mortgage,329,0.0970844902578665,2,0,0.4915332129051907,0,Auto,1,22,14,33119,2197,139887,6524,4227.833333333333,0.8772484395863628,10,133363,0.189087,0.1967597143157712,521.2005188420305,0.2010960347322183,0,54.0,SavingsAccountBalance,31365.602059098677
2051-02-27,45,97261,540,Self-Employed,High School,23,16039,24,Divorced,4,Own,161,0.2043412744887396,1,2,0.3088297423227469,0,Debt Consolidation,0,24,3,43463,1263,44726,52599,8105.083333333333,0.9056132403057038,4,4460,0.2210389999999999,0.1985659543616689,815.1945940126042,0.1204422649176057,1,47.2,SavingsAccountBalance,31365.602059098677
2051-04-01,59,42195,557,Self-Employed,High School,37,28473,72,Single,1,Own,513,0.426976043744932,5,0,0.4628052266427269,0,Debt Consolidation,0,27,21,42459,5340,47799,26408,3516.25,0.7708758423006612,3,21391,0.264973,0.3110699470577919,877.0083942893251,0.3953098881732884,0,61.0,SavingsAccountBalance,31365.602059098677
2051-05-05,29,38313,460,Employed,Associate,10,22995,36,Married,1,Rent,338,0.3115104881610382,1,1,0.2103828141307063,0,Home,1,27,12,33091,768,40286,30216,3192.75,0.8083224901608087,2,10070,0.277995,0.2564619767226422,922.1544274498808,0.3946924837365533,0,59.0,SavingsAccountBalance,31365.602059098677
2051-05-31,45,64498,637,Employed,Doctorate,23,14511,96,Divorced,3,Other,345,0.2136965995754678,2,2,0.0169509914959722,0,Home,0,36,28,63604,1988,65592,11837,5374.833333333333,0.7371420756348903,6,53755,0.231011,0.2152267701317893,317.97159203684186,0.1233473767317142,1,36.0,SavingsAccountBalance,31365.602059098677
